"SJALL014946_D1"	"SJALL014947_D1"	"SJALL014949_D1"	"SJALL014950_D1"	"SJALL014952_D1"
"VDR"	1	2	4	1	32
"TMEM106C"	552	245	191	496	493
"COL2A1"	1	7	0	0	4
"SENP1"	64	90	65	81	95
"RNU6-1203P"	0	0	0	0	0
"PFKM"	48	52	46	77	80
"MIR6505"	0	0	0	0	0
"ASB8"	142	109	106	108	95
"CCDC184"	0	44	33	0	89
"OR10AD1"	0	0	0	0	3
"ZNF641"	141	110	190	61	113
"OR5BK1P"	0	11	9	0	0
"OR5BT1P"	0	0	0	0	4
"OR5BJ1P"	0	0	0	0	8
"OR8S21P"	0	0	0	0	0
"OR8T1P"	0	0	0	0	0
"ANP32D"	0	8	0	0	10
"C12orf54"	1	0	1	0	0
"RPS10P20"	0	0	0	0	0
"OR8S1"	0	0	0	0	0
"OR5BS1P"	0	0	2	0	0
"LALBA"	0	0	3	0	0
"OR11M1P"	0	0	0	0	0
"KANSL2"	747	1198	555	684	493
"SNORA2C"	249	1484	557	771	587
"MIR1291"	591	0	88	71	88
"SNORA2A"	7589	4107	3335	4330	2099
"SNORA2B"	4985	7960	2840	3767	3215
"CCNT1"	1145	694	965	831	399
"TEX49"	0	0	0	0	0
"ADCY6"	252	347	532	235	186
"MIR4701"	0	147	0	0	0
"CACNB3"	80	185	289	191	278
"DDX23"	397	321	424	435	456
"RND1"	52	323	157	45	107
"RNU6-600P"	0	0	0	0	0
"CCDC65"	1	0	1	1	2
"FKBP11"	205	795	304	224	355
"ARF3"	338	470	208	237	206
"WNT10B"	5	10	24	9	4
"RNU6-940P"	0	0	0	0	36
"WNT1"	0	8	3	0	0
"DDN"	24	597	84	16	71
"DDN-AS1"	5	10	14	0	5
"PRKAG1"	253	175	159	118	106
"KMT2D"	502	2715	2036	772	1697
"RHEBL1"	91	90	52	45	79
"DHH"	12	369	105	28	12
"LMBR1L"	1004	4119	1238	1018	436
"TUBA1B"	20896	30235	6435	16592	19966
"TUBA1A"	7521	5313	6949	4505	3892
"TUBA1C"	111	153	48	50	34
"PRPH"	9	20	2	0	3
"TROAP"	171	107	43	103	323
"C1QL4"	0	17	6	0	4
"DNAJC22"	0	7	2	0	1
"SPATS2"	15	37	24	24	23
"KCNH3"	1	18	10	1	4
"MCRS1"	474	633	607	356	561
"PRPF40B"	4	2	9	5	8
"FAM186B"	7	43	42	1	142
"RNU6-834P"	0	0	69	113	69
"POLR2KP1"	0	0	0	147	22
"HIGD1AP9"	0	0	0	0	0
"FMNL3"	234	150	132	15	249
"TMBIM6"	750	761	553	479	410
"LSM6P2"	96	208	0	0	21
"NCKAP5L"	164	595	277	88	165
"BCDIN3D-AS1"	3	11	7	3	3
"BCDIN3D"	59	27	76	62	51
"RPL35AP28"	0	0	0	0	11
"FAIM2"	0	0	0	0	0
"LINC02395"	0	0	1	0	1
"LINC02396"	0	0	2	2	1
"AQP2"	0	0	0	0	0
"AQP5"	0	9	129	1	559
"AQP6"	0	4	18	0	36
"RACGAP1"	91	34	24	45	75
"ASIC1"	0	8	2	0	10
"SMARCD1"	677	1708	924	704	1178
"GPD1"	23	90	35	12	13
"COX14"	180	145	105	110	98
"CERS5"	99	248	161	78	143
"LIMA1"	0	1	1	1	2
"MIR1293"	0	0	0	0	162
"RNU6-1093P"	0	0	0	0	0
"FAM186A"	0	0	0	0	0
"LARP4"	80	112	77	89	77
"DIP2B"	54	63	120	106	78
"RNU6-769P"	0	178	294	479	147
"RNU6-238P"	322	436	0	293	181
"ATF1"	44	28	31	31	32
"RN7SL519P"	0	0	0	0	0
"TMPRSS12"	0	0	0	0	0
"METTL7A"	838	308	726	364	205
"HIGD1C"	0	0	1	0	0
"SLC11A2"	96	149	131	113	87
"RNU6-87P"	158	342	70	173	35
"RNU6-1273P"	0	0	0	0	0
"LETMD1"	594	361	306	463	195
"CSRNP2"	78	142	131	111	154
"TFCP2"	36	13	37	34	34
"RNU6-199P"	0	0	71	0	0
"DAZAP2"	1301	1278	973	945	772
"SMAGP"	119	328	53	37	4
"BIN2"	258	18	96	38	27
"CELA1"	0	5	1	0	0
"GALNT6"	32	345	20	8	16
"SLC4A8"	7	10	4	1	3
"SCN8A"	0	0	0	0	0
"HNRNPA3P10"	14	24	86	27	43
"FIGNL2"	1	3	2	0	3
"ANKRD33"	0	7	4	1	3
"ACVRL1"	9	3	0	0	2
"ACVR1B"	28	130	31	27	27
"RNU6-574P"	319	952	71	0	0
"NR4A1"	123	5297	481	32	162
"ATG101"	706	1886	536	255	335
"SMIM41"	4	11	3	1	2
"LINC00592"	0	0	0	0	0
"KRT80"	0	1	0	0	0
"METTL7AP1"	0	0	0	0	0
"KRT7"	0	1	1	0	1
"KRT7-AS"	0	0	0	0	3
"KRT86"	0	0	0	0	0
"KRT81"	0	0	1	0	0
"KRT83"	0	0	3	0	0
"KRT89P"	0	0	0	0	0
"KRT85"	0	0	0	0	0
"KRT84"	0	0	0	0	1
"KRT82"	0	0	0	0	0
"KRT90P"	0	0	0	0	0
"KRT75"	0	0	0	0	0
"KRT6B"	0	0	0	0	0
"KRT6C"	0	0	0	0	0
"KRT6A"	0	0	0	0	0
"KRT5"	0	1	7	1	3
"KRT71"	0	0	0	0	0
"KRT74"	0	2	1	0	0
"KRT72"	0	0	9	0	0
"KRT73-AS1"	0	0	0	0	1
"KRT73"	1	1	13	2	1
"KRT128P"	4	0	5	0	1
"KRT2"	0	0	5	1	0
"KRT1"	8	17	10	37	10
"KRT77"	0	0	0	0	1
"KRT126P"	0	0	0	0	0
"KRT125P"	0	0	0	0	0
"BTBD10P1"	0	0	5	9	2
"KRT127P"	0	0	0	0	0
"ARL2BPP2"	0	0	0	0	0
"KRT76"	0	1	1	0	0
"KRT3"	0	1	3	0	1
"KRT4"	0	1	3	0	2
"KRT79"	0	0	0	0	0
"KRT78"	0	1	1	0	2
"RPL7P41"	0	9	7	6	0
"KRT8"	0	1	2	0	1
"KRT18"	16	31	18	1	7
"EIF4B"	3541	5048	1554	2189	1211
"TNS2"	0	16	11	7	6
"MIR6757"	0	0	0	0	0
"SPRYD3"	62	47	72	78	62
"IGFBP6"	0	7	4	2	2
"SOAT2"	0	0	0	2	1
"VTI1BP3"	0	0	0	0	0
"RNU6-333P"	0	0	0	0	0
"HIGD1AP1"	0	0	0	22	0
"EIF4A1P4"	111	83	18	35	28
"CSAD"	132	158	162	115	124
"ZNF740"	246	292	456	455	377
"ITGB7"	1263	348	590	53	94
"RARG"	74	59	35	10	29
"MFSD5"	714	852	458	761	538
"ESPL1"	151	107	44	84	243
"PFDN5"	7572	7794	3095	4266	2769
"AAAS"	215	72	104	144	133
"SP1"	712	652	632	598	666
"AMHR2"	2	15	2	0	2
"PRR13"	1156	537	636	653	420
"PCBP2"	1361	2452	1314	905	891
"PCBP2-OT1"	661	1791	1106	607	742
"MAP3K12"	92	48	128	102	51
"TARBP2"	486	481	349	347	307
"NPFF"	0	0	0	0	0
"ATF7-NPFF"	0	0	0	0	0
"ATF7"	20	26	44	28	20
"ATP5MC2"	660	624	222	355	277
"CALCOCO1"	428	319	697	617	582
"CISTR"	1	0	1	0	0
"RN7SKP289"	0	0	0	0	0
"HOXC13-AS"	0	0	3	0	0
"HOXC13"	0	1	0	0	0
"HOXC12"	0	0	1	0	0
"HOTAIR"	0	0	0	0	1
"HOXC11"	0	0	0	0	0
"HOXC-AS3"	4	0	1	0	1
"HOXC10"	6	0	1	0	0
"HOXC6"	0	0	0	0	0
"MIR196A2"	0	0	0	0	0
"HOXC-AS2"	5	0	0	0	1
"HOXC9"	0	0	1	0	1
"HOXC-AS1"	0	0	0	0	0
"HOXC8"	4	2	0	0	2
"HOXC4"	0	5	6	0	0
"HOXC5"	0	0	6	0	0
"MIR615"	0	0	0	0	80
"FAM242C"	0	0	0	0	0
"SMUG1"	7	0	11	13	7
"LINC02381"	0	0	0	0	0
"CBX5"	564	254	381	584	534
"MIR3198-2"	0	0	0	0	0
"RN7SL390P"	59	129	53	43	67
"SCAT2"	0	0	0	0	0
"HNRNPA1"	45714	51060	20125	25228	15696
"NFE2"	287	166	96	70	77
"COPZ1"	180	64	71	104	89
"RNU6-950P"	0	86	0	0	0
"MIR148B"	0	93	0	0	0
"RN7SL744P"	0	34	56	0	28
"GPR84"	66	408	92	18	35
"ZNF385A"	21	219	136	23	70
"ITGA5"	1262	4912	2780	1371	1142
"LINC01154"	0	0	20	5	3
"GTSF1"	72	1	35	0	38
"NCKAP1L"	1109	564	804	937	486
"PDE1B"	45	134	140	65	73
"PPP1R1A"	0	0	0	0	0
"GLYCAM1"	0	0	9	0	1
"LACRT"	0	0	0	0	0
"DCD"	0	2	3	1	0
"VDAC1P5"	0	0	0	0	0
"MUCL1"	0	0	0	0	0
"TESPA1"	80	39	89	66	53
"NEUROD4"	1	0	2	1	1
"OR9K1P"	3	0	0	0	2
"OR9K2"	0	0	1	0	1
"OR9R1P"	0	0	0	0	0
"OR10U1P"	0	0	0	13	0
"OR10A7"	0	0	0	0	0
"OR6C74"	0	0	0	0	0
"OR6C69P"	19	0	0	0	0
"OR6C72P"	0	0	0	0	0
"OR6C6"	0	0	0	0	0
"OR6C5P"	36	0	0	0	0
"OR6C1"	0	1	0	0	0
"OR6C3"	0	0	2	0	0
"OR6C7P"	0	0	0	0	0
"OR6C75"	0	0	0	0	0
"OR6C71P"	0	0	0	0	4
"OR6C66P"	0	9	16	0	4
"OR6C73P"	47	0	21	0	10
"OR6C65"	0	0	16	0	8
"PHC1P1"	66	206	123	139	69
"OR6C76"	0	0	0	0	4
"OR6C2"	0	0	0	0	0
"OR6C70"	0	0	0	0	0
"OR6C68"	0	0	8	0	0
"OR6C64P"	0	0	0	0	0
"OR6C4"	2	2	3	0	1
"OR2AP1"	0	0	0	0	1
"OR6U2P"	0	9	16	0	12
"OR10P1"	0	0	0	0	0
"OR10AE3P"	0	0	0	0	0
"METTL7B"	0	0	2	0	3
"ITGA7"	7	12	6	2	7
"BLOC1S1"	313	183	194	175	162
"RDH5"	66	42	104	55	66
"CD63"	1623	3716	784	1050	703
"GDF11"	358	209	344	244	287
"SARNP"	45	52	52	34	36
"ORMDL2"	260	329	211	287	119
"DNAJC14"	438	322	410	1030	285
"TMEM198B"	227	412	396	337	252
"MMP19"	2	8	3	0	1
"OLA1P3"	6	3	8	0	4
"GSTP1P1"	0	0	0	0	0
"PYM1"	51	19	26	31	25
"DGKA"	260	435	1105	434	288
"PMEL"	5	7	5	8	2
"CDK2"	860	1273	578	1062	1136
"SUOX"	77	88	71	140	68
"IKZF4"	12	32	25	14	24
"RPS26"	5648	5132	4403	8240	2603
"ERBB3"	1	32	2	0	2
"PA2G4"	1650	1300	346	640	748
"RPL41"	44730	47110	15778	27699	13673
"ESYT1"	542	866	747	478	425
"ZC3H10"	181	186	239	152	209
"MYL6B"	557	785	360	620	472
"MYL6"	9215	8948	5987	5948	4207
"SMARCC2"	493	786	829	728	1053
"RNF41"	223	286	256	288	291
"NABP2"	337	157	115	239	221
"SLC39A5"	4	2	5	3	0
"ANKRD52"	298	868	539	426	653
"COQ10A"	681	1953	849	698	369
"CS"	856	1242	455	435	430
"CNPY2"	172	242	88	133	67
"PAN2"	692	613	859	657	755
"IL23A"	76	116	74	67	10
"STAT2"	736	828	885	800	3202
"RNU7-40P"	269	1019	601	391	1327
"APOF"	0	0	0	0	0
"APONP"	0	0	0	0	0
"TIMELESS"	157	67	91	141	220
"MIP"	0	0	0	0	0
"SPRYD4"	211	137	172	205	358
"GLS2"	0	0	3	0	1
"HSPD1P4"	79	26	22	21	120
"RBMS2"	3	82	21	24	31
"RNU6-343P"	0	1246	0	59	221
"BAZ2A"	938	2349	2207	1069	1642
"ATP5F1B"	13402	12676	4533	5623	4116
"SNORD59A"	4351	5083	2661	3503	1130
"PTGES3"	1420	840	556	640	487
"RN7SL809P"	1603	1952	2636	604	526
"NACA"	6272	4642	1546	2219	1333
"PRIM1"	140	40	21	43	37
"HSD17B6"	5	0	1	1	1
"SDR9C7"	0	1	0	0	2
"RDH16"	12	2	15	10	18
"GPR182"	0	0	0	0	0
"ZBTB39"	551	1455	363	477	473
"TAC3"	0	1	1	0	0
"MYO1A"	0	2	1	0	2
"NEMP1"	105	52	88	107	128
"NAB2"	55	905	91	98	115
"STAT6"	746	415	783	493	538
"LRP1"	17	50	46	5	14
"LRP1-AS"	0	9	0	0	1
"MIR1228"	0	0	0	0	0
"NXPH4"	0	2	5	0	1
"SHMT2"	1925	1854	818	848	663
"NDUFA4L2"	0	9	29	15	11
"STAC3"	83	26	86	78	41
"R3HDM2"	19	15	25	16	16
"RNU6-879P"	0	0	0	0	0
"INHBC"	0	1	0	0	1
"INHBE"	4	7	8	0	2
"GLI1"	5	23	13	2	14
"ARHGAP9"	915	290	535	407	229
"MIR6758"	0	0	0	0	0
"DDIT3"	3611	3089	1446	418	619
"MIR616"	18008	13379	7970	3343	2297
"MBD6"	389	358	520	315	480
"DCTN2"	588	736	412	358	288
"KIF5A"	0	2	1	0	0
"PIP4K2C"	1	15	35	9	35
"DTX3"	22	47	40	32	317
"ARHGEF25"	0	9	6	0	31
"B4GALNT1"	0	1	1	0	2
"RPL13AP23"	0	0	0	0	0
"OS9"	619	502	512	533	392
"AGAP2"	113	153	116	141	203
"AGAP2-AS1"	0	61	36	0	80
"TSPAN31"	155	60	118	181	93
"CDK4"	910	306	175	437	408
"MIR6759"	0	0	0	0	237
"CYP27B1"	35	64	34	8	51
"METTL1"	97	108	43	42	122
"EEF1AKMT3"	53	23	13	23	11
"TSFM"	4	9	3	3	4
"AVIL"	17	117	31	13	9
"RNU6-1083P"	0	0	0	0	0
"CTDSP2"	1205	1459	796	1108	415
"MIR26A2"	408	1105	1004	1115	320
"ATP23"	22	8	13	8	17
"GIHCG"	574	718	232	119	203
"RN7SKP65"	0	0	48	39	0
"LINC02403"	0	1	0	0	0
"RPL21P103"	0	18	15	0	0
"LINC02388"	0	0	0	0	0
"LRIG3"	0	0	0	0	0
"RPS6P22"	0	0	10	0	0
"RNU6-279P"	0	0	0	0	0
"RNU6-871P"	0	0	0	0	0
"LINC02448"	0	0	8	0	0
"RNU4-20P"	0	0	0	0	0
"SLC16A7"	27	8	40	14	13
"DUX4L52"	0	0	0	0	0
"TAFA2"	2	3	2	0	1
"RPL21P104"	0	0	0	0	0
"KRT8P19"	0	6	0	0	0
"RPS3P6"	28	121	62	132	44
"KLF17P1"	0	57	26	27	37
"USP15"	339	867	415	244	215
"MIR6125"	0	0	0	0	0
"RNU6-595P"	0	173	0	116	0
"MON2"	124	196	212	132	97
"RNU6-399P"	0	0	0	0	78
"LINC01465"	209	104	406	108	427
"MIRLET7I"	816	1547	821	594	1374
"PPM1H"	7	0	0	0	0
"RPL32P26"	0	0	56	0	28
"GAPDHP44"	0	0	0	6	0
"RNU1-83P"	0	0	0	0	0
"RPL14P1"	1026	1082	317	364	259
"LDHAL6CP"	5	0	0	0	2
"RSL24D1P5"	0	0	0	0	0
"AVPR1A"	0	0	1	0	0
"HNRNPA1P69"	0	0	0	0	12
"DPY19L2"	0	0	1	0	1
"RXYLT1"	80	17	19	36	13
"RXYLT1-AS1"	0	0	0	0	1
"PABPC1P4"	54	93	44	16	58
"SRGAP1"	0	0	0	0	0
"RPL36AP41"	0	90	99	20	62
"RNU6-1009P"	0	0	0	0	0
"RNU5A-7P"	0	0	0	0	0
"C12orf56"	0	0	0	0	14
"XPOT"	465	175	135	179	206
"TBK1"	161	183	142	98	87
"RASSF3"	24	40	42	40	26
"MIR548Z"	0	0	0	0	0
"MIR548C"	176	955	315	1157	277
"GNS"	91	77	138	167	78
"TBC1D30"	2	0	0	1	0
"RPL7P39"	0	0	0	8	5
"LINC02389"	0	0	0	0	0
"LINC02231"	0	0	0	0	0
"RNU6ATAC42P"	0	0	0	0	0
"WIF1"	0	0	0	0	0
"RNU6-166P"	0	0	0	0	0
"APOOP3"	0	0	0	0	0
"LEMD3"	233	290	254	305	133
"MSRB3"	0	0	1	0	0
"KRT18P60"	0	0	0	0	0
"LINC02454"	0	0	0	0	0
"PCNPP3"	0	0	16	0	0
"RPSAP52"	0	0	0	0	0
"HMGA2"	0	0	0	0	0
"HMGA2-AS1"	21	2	6	6	0
"MIR6074"	0	0	0	0	0
"LINC02425"	0	0	0	0	0
"RPL21P18"	0	38	0	0	15
"RNA5SP362"	289	392	64	0	0
"LLPH"	385	274	263	228	141
"LLPH-DT"	32	7	8	16	19
"TMBIM4"	54	27	59	63	51
"IRAK3"	153	245	231	630	12
"RBMS1P1"	14	15	32	21	9
"MIR6502"	0	0	0	0	0
"PDCL3P7"	23	0	10	0	0
"RN7SKP166"	55	60	0	81	25
"HELB"	112	89	219	114	71
"GRIP1"	0	0	3	2	0
"OSBPL9P5"	0	0	0	0	22
"OSBPL9P4"	0	0	43	12	1
"RAB11AP2"	0	0	11	0	17
"GGTA2P"	15	8	33	16	13
"CAND1"	837	951	604	548	380
"MRPL40P1"	0	121	201	184	75
"NTAN1P3"	23	0	0	0	5
"LINC02420"	0	0	0	0	0
"LINC02408"	0	0	0	0	0
"LINC02442"	0	0	0	0	0
"DYRK2"	1707	1388	1376	1343	691
"LINC02421"	0	0	0	0	0
"LINC01479"	0	0	0	0	0
"IFNG-AS1"	0	0	0	2	0
"RPL39P28"	0	0	0	0	0
"HNRNPA1P70"	0	0	69	233	10
"IFNG"	136	22	9	9	9
"IL26"	0	0	0	0	0
"IL22"	0	0	0	0	2
"MDM1"	60	28	61	61	66
"LINC02384"	0	2	4	1	3
"RPSAP12"	229	393	128	180	90
"RAP1B"	269	1084	1074	337	267
"RPL10P12"	0	115	0	97	11
"SNORA70G"	0	0	0	0	0
"ATP5PDP4"	0	0	15	0	40
"RPL7P42"	9	80	4	18	13
"NUP107"	192	182	124	136	118
"KRT8P39"	295	711	492	258	610
"SLC35E3"	65	87	561	639	71
"MDM2"	710	867	2697	3049	631
"CPM"	6	47	60	17	21
"RNU7-4P"	0	0	0	0	0
"PRELID2P1"	0	0	0	0	0
"CPSF6"	1643	1351	1266	1494	877
"MIR1279"	0	0	0	0	0
"C1GALT1P1"	124	354	167	34	52
"LYZ"	4465	1674	2078	977	838
"YEATS4"	125	103	49	92	79
"RN7SL804P"	0	0	0	0	0
"RPS26P45"	0	0	44	18	44
"LINC02373"	3	0	2	1	1
"FRS2"	44	162	62	44	47
"MIR3913-1"	0	0	0	0	0
"MIR3913-2"	0	0	76	0	0
"CCT2"	2474	2707	1033	1111	1151
"LRRC10"	0	0	3	28	30
"BEST3"	2	2	15	456	58
"RAB3IP"	7	20	39	103	67
"MYRFL"	0	0	0	3	4
"KCNMB4"	22	55	14	11	1
"RNU4-65P"	0	0	0	0	0
"PTPRB"	0	1	0	47	0
"PTPRR"	0	0	0	0	0
"FAHD2P1"	0	0	0	0	0
"TSPAN8"	0	0	0	0	0
"LGR5"	0	18	0	9	4
"ZFC3H1"	514	696	502	450	277
"THAP2"	48	44	40	75	37
"TMEM19"	73	49	92	168	53
"RAB21"	387	902	309	301	195
"TBC1D15"	159	325	179	124	78
"TPH2"	0	0	0	0	0
"TRHDE"	0	0	0	0	0
"TRHDE-AS1"	0	1	1	1	2
"CHCHD3P2"	0	0	0	0	0
"LINC02444"	0	0	0	0	0
"RNU6-1012P"	0	0	0	0	0
"LINC02445"	0	0	0	0	0
"LINC02394"	1	0	0	0	1
"VENTXP3"	0	0	0	0	0
"ATXN7L3B"	3255	2762	4657	5064	3786
"KCNC2"	0	0	0	0	0
"CCNG2P1"	0	0	0	6	0
"CAPS2"	4	1	2	0	0
"GLIPR1L1"	0	0	0	0	0
"GLIPR1L2"	0	0	1	0	0
"GLIPR1"	980	137	420	221	16
"KRR1"	1462	1902	917	793	906
"RPL10P13"	56	334	75	204	50
"RN7SL734P"	0	0	0	0	0
"PHLDA1"	144	434	110	85	36
"NAP1L1"	3109	3177	1046	1211	1045
"RNU6-1271P"	0	0	0	0	0
"LNCOG"	0	0	0	0	0
"RN7SKP172"	0	0	0	0	0
"BBS10"	163	388	226	332	141
"OSBPL8"	119	430	186	121	75
"RPL7AP9"	63	0	9	15	14
"YWHAQP7"	0	13	0	9	5
"RPL7P43"	0	0	0	0	0
"ZDHHC17"	147	208	183	168	102
"CSRP2"	45	109	319	152	37
"E2F7"	92	97	27	29	80
"LINC02464"	0	0	0	0	0
"NAV3"	0	0	0	0	0
"PRXL2AP1"	0	0	0	0	0
"LINC02424"	0	0	0	0	0
"SYT1"	4	12	10	4	21
"MIR1252"	0	143	118	0	356
"NOP56P3"	0	0	0	16	49
"PAWR"	1	1	68	2	47
"PPP1R12A"	160	343	243	203	194
"RNA5SP363"	2676	3380	2126	1624	1634
"PPP1R12A-AS1"	17	29	47	75	52
"SNRPGP20"	0	0	37	0	18
"RPL7P38"	0	0	10	0	5
"RNU7-106P"	0	0	0	93	0
"OTOGL"	0	0	0	0	0
"RN7SKP261"	0	0	0	0	0
"PTPRQ"	0	0	0	0	0
"AKIRIN1P1"	0	0	0	0	0
"MYF6"	0	0	0	3	0
"MYF5"	0	0	0	2	0
"LINC01490"	0	1	2	0	0
"LIN7A"	0	0	1	1	0
"MIR617"	0	0	0	0	39
"MIR618"	0	0	0	0	39
"ACSS3"	0	0	0	0	0
"MIR4699"	0	0	0	0	0
"PPFIA2"	0	0	0	0	0
"PPFIA2-AS1"	0	0	0	0	0
"LINC02426"	0	0	0	0	0
"CCDC59"	123	81	101	111	94
"METTL25"	13	18	8	16	5
"TMTC2"	0	0	0	0	0
"RNU6-977P"	0	0	0	0	74
"RPL6P25"	0	10	0	0	0
"SLC6A15"	1	0	1	0	0
"TSPAN19"	0	0	1	0	0
"LRRIQ1"	0	0	0	0	0
"ALX1"	0	0	0	0	0
"RASSF9"	0	0	0	0	0
"NTS"	0	3	0	0	1
"MGAT4C"	0	0	0	0	0
"RPL23AP68"	0	0	0	0	0
"CYCSP30"	0	0	0	0	0
"MKRN9P"	14	15	12	10	9
"LINC02258"	0	0	1	0	0
"RPS4XP15"	0	0	0	0	0
"C12orf50"	0	0	1	0	0
"C12orf29"	123	114	69	72	65
"CEP290"	94	84	100	96	87
"RNA5SP364"	0	238	98	80	98
"TMTC3"	16	21	30	23	24
"KITLG"	0	0	0	0	0
"RNU1-117P"	0	116	0	0	0
"LINC02458"	0	0	0	0	0
"RNU7-120P"	0	0	0	0	0
"MRPS6P4"	0	0	0	0	0
"DUSP6"	12964	6696	5701	2162	1976
"POC1B"	44	21	19	18	16
"CENPCP1"	6	39	14	7	22
"POC1B-GALNT4"	0	4	0	0	1
"GALNT4"	78	66	25	6	14
"POC1B-AS1"	46	52	35	33	31
"ATP2B1"	223	230	184	58	79
"ATP2B1-AS1"	882	227	246	113	85
"RNA5SP365"	0	0	0	0	0
"MRPL2P1"	0	0	0	0	28
"RNU6-148P"	0	0	0	0	40
"BRWD1P2"	0	0	0	36	11
"LINC02399"	0	0	3	0	11
"LINC02392"	0	0	0	0	0
"CCER1"	0	0	0	0	0
"LINC00615"	0	0	0	1	0
"EPYC"	0	0	0	0	0
"KERA"	0	0	1	0	0
"LUM"	9	5	0	0	0
"DCN"	3	1	1	0	0
"LINC02404"	0	0	4	0	0
"LINC01619"	12	42	29	14	7
"BTG1"	15655	24291	17410	18471	7168
"RPL21P106"	35	0	0	0	0
"LINC02391"	2	0	1	0	0
"CLLU1"	0	0	4	0	1
"LINC02397"	1	0	19	2	5
"EEA1"	40	11	44	50	27
"HNRNPA1P50"	0	79	0	46	28
"RNU6-1329P"	0	0	0	0	0
"LINC02413"	0	1	0	6	0
"RPL41P5"	3742	4646	983	2164	1234
"NACAP8"	105	57	15	90	0
"LINC02412"	0	0	0	0	1
"NUDT4"	774	1017	374	562	223
"UBE2N"	594	795	467	331	257
"MRPL42"	339	155	163	148	111
"RN7SL737P"	0	0	0	0	0
"SOCS2-AS1"	164	135	282	361	15
"SOCS2"	4015	5159	2893	4621	98
"CRADD"	6	34	11	6	5
"RN7SL630P"	57	3378	230	62	102
"RN7SKP263"	0	0	0	0	0
"PLXNC1"	41	54	45	31	32
"CEP83"	30	11	23	22	18
"RN7SL330P"	110	89	24	0	62
"RBMS2P1"	27	67	68	10	65
"CEP83-DT"	61	33	36	87	33
"RN7SL483P"	59	0	0	0	0
"SUCLG2P2"	13	0	0	28	5
"MIR5700"	0	0	0	88	0
"TMCC3"	1	8	5	1	3
"MIR7844"	0	0	0	0	0
"LSM3P2"	0	33	0	0	13
"KRT19P2"	0	0	0	0	0
"MIR492"	0	0	0	0	0
"NDUFA12"	42	27	11	15	16
"NR2C1"	177	258	141	101	121
"FGD6"	48	46	24	28	5
"VEZT"	253	340	182	168	106
"CBX3P5"	97	0	0	0	0
"RNU6-808P"	950	3601	1416	634	781
"MIR331"	1275	986	488	132	163
"MIR3685"	1111	2406	745	607	436
"RNU6-735P"	0	0	0	0	0
"METAP2"	481	734	196	192	199
"USP44"	0	1	2	0	1
"PGAM1P5"	0	0	0	0	0
"NTN4"	0	0	0	0	0
"RNU6-247P"	0	0	71	0	71
"LINC02410"	0	0	0	0	0
"SNRPF"	158	132	36	67	75
"CCDC38"	0	0	0	0	0
"AMDHD1"	0	0	0	0	0
"HAL"	14	17	18	14	7
"LTA4H"	570	678	182	192	107
"YPEL5P3"	0	0	0	0	0
"RN7SL88P"	0	0	0	62	0
"LINC02452"	0	0	1	0	0
"ELK3"	110	286	170	225	64
"CDK17"	150	434	162	88	119
"RNU4-24P"	3438	5650	2360	670	1680
"RN7SKP11"	0	0	0	0	0
"CFAP54"	0	0	0	0	0
"EEF1A1P33"	0	0	3	3	5
"NEDD1"	191	169	130	131	91
"LINC02409"	0	0	0	0	2
"RMST"	0	0	0	0	0
"MIR1251"	0	0	0	0	0
"MIR135A2"	0	0	0	0	0
"RNU6-36P"	3357	1644	643	4425	1542
"MIR4495"	0	0	0	0	0
"MIR4303"	0	0	0	0	0
"RNU4-41P"	0	0	0	0	26
"SLC9A7P1"	0	5	11	3	4
"LINC02453"	0	1	3	1	5
"TMPO-AS1"	240	186	276	519	541
"TMPO"	1285	838	631	1542	1227
"PPIAP8"	34	37	0	0	30
"SLC25A3"	8184	13432	4569	4496	2913
"SNORA53"	160811	123557	84035	175428	81703
"IKBIP"	62	39	26	24	16
"APAF1"	248	354	123	125	70
"ANKS1B"	0	0	0	0	88
"RNA5SP366"	0	0	0	0	747
"RPS4XP1"	43	151	96	54	62
"RN7SL176P"	0	0	0	0	0
"MIR1827"	0	0	0	0	0
"ACTR6"	62	49	33	45	39
"DEPDC4"	0	0	0	0	0
"SCYL2"	145	256	156	158	93
"SLC17A8"	0	0	0	0	0
"NR1H4"	0	0	0	0	0
"GAS2L3"	43	21	22	17	24
"ANO4"	0	0	0	0	0
"SLC5A8"	0	0	0	0	0
"RNU6-768P"	0	0	0	0	0
"UTP20"	79	113	84	70	80
"ARL1"	242	100	122	209	136
"RNU6-1068P"	0	0	0	0	0
"RPS27P23"	0	36	0	0	0
"RNU5E-5P"	0	0	0	0	0
"RNA5SP367"	0	0	0	0	0
"SPIC"	0	2	0	0	0
"MYBPC1"	0	0	0	0	0
"CHPT1"	111	332	175	206	184
"RNY1P16"	924	4753	4269	3984	4147
"SYCP3"	4	78	33	47	11
"GNPTAB"	191	675	242	451	102
"RNU6-101P"	987	1603	1618	1558	295
"RNA5SP368"	147	797	197	53	132
"RNU6-172P"	0	1096	494	872	247
"RNA5SP369"	0	0	70	0	0
"RNU6-1183P"	0	0	0	0	0
"HSPE1P4"	0	0	0	40	37
"DRAM1"	19	46	15	75	5
"NENFP2"	38	0	17	70	0
"WASHC3"	51	17	34	47	25
"NUP37"	38	11	13	19	15
"PARPBP"	43	16	12	12	30
"PMCH"	0	0	0	0	5
"HELLPAR"	6	8	4	5	12
